Strain,Country,Human_subject,Study_accession,score,Sample_accession,
GUT_GENOME145258,India,Unknown,PRJEB2827,101.7443323,SAMEA1531042,
GUT_GENOME145259,Mali,Unknown,PRJEB2827,102.0027474,SAMEA1466193,
GUT_GENOME145260,Mali,Unknown,PRJEB2827,102.2758508,SAMEA1466176,
GUT_GENOME145261,Pakistan,Unknown,PRJEB2827,101.4127652,SAMEA1531032,
GUT_GENOME145262,India,Unknown,PRJEB2827,101.1411127,SAMEA1531045,
GUT_GENOME145263,Bangladesh,Unknown,PRJEB2827,101.9955076,SAMEA1531035,
GUT_GENOME145264,Mali,Unknown,PRJEB2827,101.3600755,SAMEA1466189,
GUT_GENOME145265,Gambia,Unknown,PRJEB2827,102.2043783,SAMEA1466181,
GUT_GENOME145266,Kenya,Unknown,PRJEB2827,102.3477136,SAMEA1466101,
GUT_GENOME145267,Mali,Unknown,PRJEB2827,100.9814328,SAMEA1466171,
GUT_GENOME145268,Mali,Unknown,PRJEB2827,101.1749873,SAMEA1466178,
GUT_GENOME145269,India,Unknown,PRJEB2827,101.7146118,SAMEA1531022,
GUT_GENOME145270,Mali,Unknown,PRJEB2827,100.6121843,SAMEA1466146,
GUT_GENOME145271,Mozambique,Unknown,PRJEB2827,102.2086254,SAMEA1531002,
GUT_GENOME145272,India,Unknown,PRJEB2827,101.0223391,SAMEA1466144,
GUT_GENOME145273,Kenya,Unknown,PRJEB2827,100.5414654,SAMEA1466190,
GUT_GENOME145274,Pakistan,Unknown,PRJEB2827,101.3642731,SAMEA1466105,
GUT_GENOME145275,Kenya,Unknown,PRJEB2827,101.8950576,SAMEA1531001,
GUT_GENOME145276,Mozambique,Unknown,PRJEB2827,101.3923067,SAMEA1466170,
GUT_GENOME145277,India,Unknown,PRJEB2827,100.1668317,SAMEA1466142,
GUT_GENOME145278,Mozambique,Unknown,PRJEB2827,102.2045844,SAMEA1466173,
GUT_GENOME145279,Mali,Unknown,PRJEB2827,99.76949657,SAMEA1531041,
GUT_GENOME145280,Mali,Unknown,PRJEB2827,102.580323,SAMEA1466184,
GUT_GENOME145281,India,Unknown,PRJEB2827,98.90991429,SAMEA1466106,
GUT_GENOME145282,Kenya,Unknown,PRJEB2827,101.6693014,SAMEA1466175,
GUT_GENOME145283,Kenya,Unknown,PRJEB2827,99.97091366,SAMEA1530985,
GUT_GENOME145284,Kenya,Unknown,PRJEB2827,102.2646871,SAMEA1530980,
GUT_GENOME145285,Kenya,Unknown,PRJEB2827,101.6903194,SAMEA1466097,
GUT_GENOME145286,Mozambique,Unknown,PRJEB2827,102.276682,SAMEA1531043,
GUT_GENOME145287,Pakistan,Unknown,PRJEB2827,101.4199216,SAMEA1531008,
GUT_GENOME145288,Kenya,Unknown,PRJEB2827,88.85643137,SAMEA1530991,
GUT_GENOME145289,Mali,Unknown,PRJEB2827,101.0066485,SAMEA1531010,
GUT_GENOME145290,Mali,Unknown,PRJEB2827,99.35751864,SAMEA1466111,
GUT_GENOME145291,Kenya,Unknown,PRJEB2226,102.0155179,SAMEA1527992,
GUT_GENOME145292,Kenya,Unknown,PRJEB2827,102.0311242,SAMEA1466180,
GUT_GENOME145293,Kenya,Unknown,PRJEB2827,100.893717,SAMEA1466155,
GUT_GENOME145294,Pakistan,Unknown,PRJEB2226,99.46141259,SAMEA1528003,
GUT_GENOME145295,Pakistan,Unknown,PRJEB2827,102.2086845,SAMEA1466163,
GUT_GENOME145296,Pakistan,Unknown,PRJEB2226,101.5918222,SAMEA1527991,
GUT_GENOME145297,India,Unknown,PRJEB2827,101.0560839,SAMEA1531068,
GUT_GENOME145298,Kenya,Unknown,PRJEB2226,101.1195812,SAMEA1528004,
GUT_GENOME145299,Kenya,Unknown,PRJEB2827,102.4325782,SAMEA1531044,
GUT_GENOME145300,Kenya,Unknown,PRJEB2827,101.3879648,SAMEA1530986,
GUT_GENOME145301,Mozambique,Unknown,PRJEB2226,101.2184752,SAMEA1527956,
GUT_GENOME145302,Gambia,Unknown,PRJEB2827,102.2474238,SAMEA1466169,
GUT_GENOME145303,Mali,Unknown,PRJEB2827,101.4865986,SAMEA1466158,
GUT_GENOME145304,Kenya,Unknown,PRJEB2827,100.8787241,SAMEA1531031,
GUT_GENOME145305,Kenya,Unknown,PRJEB2827,100.8148855,SAMEA1466151,
GUT_GENOME145306,Pakistan,Unknown,PRJEB2827,102.0515033,SAMEA1466116,
GUT_GENOME145307,Kenya,Unknown,PRJEB2827,102.3528625,SAMEA1466183,
GUT_GENOME145308,Mozambique,Unknown,PRJEB2827,102.1696625,SAMEA1466113,
GUT_GENOME145309,Mali,Unknown,PRJEB2827,101.399783,SAMEA1531048,
GUT_GENOME145310,India,Unknown,PRJEB2827,102.1146497,SAMEA1466199,
GUT_GENOME145311,Pakistan,Unknown,PRJEB2827,101.3147007,SAMEA1531066,
GUT_GENOME145312,India,Unknown,PRJEB2827,100.5978577,SAMEA1466115,
GUT_GENOME145313,India,Unknown,PRJEB2827,97.38368117,SAMEA1531004,
GUT_GENOME145314,India,Unknown,PRJEB2827,102.0352938,SAMEA1466200,
GUT_GENOME145315,Kenya,Unknown,PRJEB2827,101.3949214,SAMEA1466108,
GUT_GENOME145316,India,Unknown,PRJEB2827,101.6767469,SAMEA1466148,
GUT_GENOME145317,India,Unknown,PRJEB2827,102.3738401,SAMEA1466187,
GUT_GENOME145318,Mali,Unknown,PRJEB2827,100.945222,SAMEA1466143,
GUT_GENOME145319,Mali,Unknown,PRJEB2827,100.906599,SAMEA1466145,
GUT_GENOME145320,Mali,Unknown,PRJEB2226,101.3023405,SAMEA1528013,
GUT_GENOME145321,India,Unknown,PRJEB2827,99.14807304,SAMEA1530990,
GUT_GENOME145322,Kenya,Unknown,PRJEB2827,101.6032769,SAMEA1530998,
GUT_GENOME145323,Kenya,Unknown,PRJEB2827,101.8356501,SAMEA1466162,
GUT_GENOME145324,India,Unknown,PRJEB2827,101.7186812,SAMEA1531005,
GUT_GENOME145325,India,Unknown,PRJEB2827,98.72535689,SAMEA1531021,
GUT_GENOME145326,India,Unknown,PRJEB2827,101.7074345,SAMEA1531015,
GUT_GENOME145327,India,Unknown,PRJEB2827,101.4740769,SAMEA1531030,
GUT_GENOME145328,Pakistan,Unknown,PRJEB2827,85.88513537,SAMEA1466202,
GUT_GENOME145329,Kenya,Unknown,PRJEB2827,102.2364144,SAMEA1466149,
GUT_GENOME145330,Pakistan,Unknown,PRJEB2827,98.31113879,SAMEA1531026,
GUT_GENOME145331,Kenya,Unknown,PRJEB2827,101.7515211,SAMEA1531056,
GUT_GENOME145332,India,Unknown,PRJEB2827,101.6798349,SAMEA1466164,
GUT_GENOME145333,India,Unknown,PRJEB2827,100.235956,SAMEA1466167,
GUT_GENOME145334,Mali,Unknown,PRJEB2827,100.3885298,SAMEA1466154,
GUT_GENOME145335,Mali,Unknown,PRJEB2226,101.2818765,SAMEA1527975,
GUT_GENOME145336,Gambia,Unknown,PRJEB2827,102.0916848,SAMEA1466179,
GUT_GENOME145337,Mozambique,Unknown,PRJEB2827,102.276623,SAMEA1531046,
GUT_GENOME145338,Mali,Unknown,PRJEB2827,98.75242065,SAMEA1466203,
GUT_GENOME145339,India,Unknown,PRJEB2827,101.6910668,SAMEA1530999,
GUT_GENOME145340,Kenya,Unknown,PRJEB2827,101.8715994,SAMEA1466198,
GUT_GENOME145341,Pakistan,Unknown,PRJEB2827,101.7098664,SAMEA1531023,
GUT_GENOME145342,India,Unknown,PRJEB2827,98.75070766,SAMEA1531039,
GUT_GENOME145343,Kenya,Unknown,PRJEB2827,101.2212185,SAMEA1466118,
GUT_GENOME145344,Mali,Unknown,PRJEB2827,101.6848782,SAMEA1466168,
GUT_GENOME145345,Mozambique,Unknown,PRJEB2827,99.74420018,SAMEA1531024,
GUT_GENOME145346,Gambia,Unknown,PRJEB2827,101.3923339,SAMEA1466194,
GUT_GENOME145347,Mali,Unknown,PRJEB2827,100.6135952,SAMEA1466192,
GUT_GENOME145348,Mozambique,Unknown,PRJEB2827,100.4646447,SAMEA1531033,
GUT_GENOME145349,Kenya,Unknown,PRJEB2827,101.4831476,SAMEA1466188,
GUT_GENOME145350,Mozambique,Unknown,PRJEB2226,102.0816138,SAMEA1527985,
GUT_GENOME145351,Mali,Unknown,PRJEB2827,101.1955285,SAMEA1466159,
GUT_GENOME145352,Gambia,Unknown,PRJEB2827,101.2423377,SAMEA1466196,
GUT_GENOME145353,India,Unknown,PRJEB2827,102.0709993,SAMEA1531012,
GUT_GENOME145355,India,Unknown,PRJEB2226,102.2713335,SAMEA1528021,
GUT_GENOME145356,Mali,Unknown,PRJEB2827,102.1690552,SAMEA1466177,
GUT_GENOME145357,India,Unknown,PRJEB2827,101.6900157,SAMEA1531047,
GUT_GENOME145358,Kenya,Unknown,PRJEB2827,100.4655428,SAMEA1466096,
GUT_GENOME145359,India,Unknown,PRJEB2827,101.3497758,SAMEA1531029,
GUT_GENOME145360,Kenya,Unknown,PRJEB2827,101.2905743,SAMEA1530984,
GUT_GENOME145361,Pakistan,Unknown,PRJEB2827,102.2997192,SAMEA1466112,
GUT_GENOME145362,India,Unknown,PRJEB2827,101.0565538,SAMEA1466104,
GUT_GENOME145363,Kenya,Unknown,PRJEB2827,101.6974145,SAMEA1466153,
GUT_GENOME145364,India,Unknown,PRJEB2827,101.486426,SAMEA1531034,
GUT_GENOME145365,Kenya,Unknown,PRJEB2827,100.9615097,SAMEA1466099,
GUT_GENOME145366,Kenya,Unknown,PRJEB2827,101.5923664,SAMEA1466195,
GUT_GENOME145367,Kenya,Unknown,PRJEB2827,100.6310155,SAMEA1466140,
GUT_GENOME145368,India,Unknown,PRJEB2827,101.6767893,SAMEA1466103,
GUT_GENOME145369,Kenya,Unknown,PRJEB2827,101.8252376,SAMEA1466182,
GUT_GENOME145370,Mozambique,Unknown,PRJEB2827,101.3508633,SAMEA1531040,
GUT_GENOME145371,Kenya,Unknown,PRJEB2827,101.8882981,SAMEA1531061,
GUT_GENOME145372,Kenya,Unknown,PRJEB2827,101.7808478,SAMEA1531064,
GUT_GENOME145373,Gambia,Unknown,PRJEB2827,99.18232609,SAMEA1466185,
GUT_GENOME145374,Kenya,Unknown,PRJEB2827,101.3524853,SAMEA1466119,
GUT_GENOME145375,Kenya,Unknown,PRJEB2827,102.1868218,SAMEA1531049,
GUT_GENOME145376,India,Unknown,PRJEB2827,101.0130161,SAMEA1466165,
GUT_GENOME145378,Gambia,Unknown,PRJEB2827,99.50107101,SAMEA1466109,
GUT_GENOME145379,Mali,Unknown,PRJEB2827,99.76951905,SAMEA1531020,
GUT_GENOME145380,Mozambique,Unknown,PRJEB2827,102.0914589,SAMEA1530996,
GUT_GENOME145381,India,Unknown,PRJEB2827,101.4410564,SAMEA1466110,
GUT_GENOME145382,Pakistan,Unknown,PRJEB2827,98.31566734,SAMEA1466174,
GUT_GENOME145383,Gambia,Unknown,PRJEB2827,102.312027,SAMEA1466100,
GUT_GENOME145384,Pakistan,Unknown,PRJEB2827,101.7106797,SAMEA1466117,
GUT_GENOME145385,India,Unknown,PRJEB2827,99.53388111,SAMEA1466161,
GUT_GENOME145386,Kenya,Unknown,PRJEB2226,101.7145754,SAMEA1528005,
GUT_GENOME145387,India,Unknown,PRJEB2827,101.4855404,SAMEA1466141,
GUT_GENOME145388,Bangladesh,Unknown,PRJEB2827,99.46350527,SAMEA1531050,
GUT_GENOME145390,Kenya,Unknown,PRJEB2827,102.0032826,SAMEA1530993,
GUT_GENOME145391,Kenya,Unknown,PRJEB2827,102.3005546,SAMEA1466107,
GUT_GENOME145392,Kenya,Unknown,PRJEB2827,101.4003876,SAMEA1466186,
GUT_GENOME145393,Mozambique,Unknown,PRJEB2827,101.8813929,SAMEA1466152,
GUT_GENOME145394,Mali,Unknown,PRJEB2827,101.3023724,SAMEA1466197,
GUT_GENOME145395,India,Unknown,PRJEB2827,101.6955229,SAMEA1531063,
GUT_GENOME145396,Gambia,Unknown,PRJEB2827,102.5945569,SAMEA1466098,
GUT_GENOME145397,Pakistan,Unknown,PRJEB2827,102.2562001,SAMEA1531059,
GUT_GENOME145398,Mozambique,Unknown,PRJEB2827,100.5040118,SAMEA1531038,
GUT_GENOME145399,Kenya,Unknown,PRJEB2827,101.4014474,SAMEA1531057,
GUT_GENOME145400,Australia,Unknown,PRJEB2827,102.0494125,SAMEA1531051,
GUT_GENOME145401,Pakistan,Unknown,PRJEB2827,101.4011003,SAMEA1531017,
GUT_GENOME145402,Mali,Unknown,PRJEB2827,102.5149525,SAMEA1531053,
GUT_GENOME145403,Gambia,Unknown,PRJEB2827,102.346109,SAMEA1531009,
GUT_GENOME145404,India,Unknown,PRJEB2827,98.95354684,SAMEA1531027,
GUT_GENOME145405,Kenya,Unknown,PRJEB2827,102.2130193,SAMEA1466147,
GUT_GENOME145406,India,Unknown,PRJEB2226,102.092347,SAMEA1527972,
GUT_GENOME145407,Mozambique,Unknown,PRJEB2226,98.40173536,SAMEA1527953,
GUT_GENOME145408,Netherlands,Unknown,PRJNA285020,100.9223055,SAMN03736827,
GUT_GENOME145409,Netherlands,Unknown,PRJNA285020,95.93542573,SAMN03780448,
GUT_GENOME145410,Netherlands,Unknown,PRJNA285020,102.3996655,SAMN03779023,
GUT_GENOME145411,Netherlands,Unknown,PRJNA285020,102.3688566,SAMN03779010,
GUT_GENOME145412,United States,Unknown,PRJNA252010,100.2242854,SAMN02872721,
GUT_GENOME145413,Belgium,Unknown,PRJNA295953,99.53553236,SAMN04100673,
GUT_GENOME145414,Belgium,Unknown,PRJNA295953,100.3029917,SAMN04100675,
GUT_GENOME145415,Belgium,Unknown,PRJNA295953,100.3636943,SAMN04100676,
GUT_GENOME145416,United States,Unknown,PRJNA279964,100.6290536,SAMN03453019,
GUT_GENOME145417,United States,Unknown,PRJNA218110,103.1261298,SAMN02991226,
GUT_GENOME145418,Norway,Unknown,PRJEB6447,100.1234885,SAMEA2593962,
GUT_GENOME145419,Norway,Unknown,PRJEB6447,100.5581793,SAMEA2593969,
GUT_GENOME145420,Norway,Unknown,PRJEB6447,101.1511701,SAMEA2593955,
GUT_GENOME145421,Norway,Unknown,PRJEB6447,102.2815049,SAMEA2593909,
GUT_GENOME145422,Norway,Unknown,PRJEB6447,102.1615163,SAMEA2593894,
GUT_GENOME145423,Norway,Unknown,PRJEB6447,101.0676483,SAMEA2593946,
GUT_GENOME145424,Norway,Unknown,PRJEB6447,102.0459202,SAMEA2593980,
GUT_GENOME145425,Norway,Unknown,PRJEB6447,102.2038794,SAMEA2593897,
GUT_GENOME145426,Norway,Unknown,PRJEB6447,101.4946036,SAMEA2593966,
GUT_GENOME145427,Norway,Unknown,PRJEB6447,102.3425292,SAMEA2593954,
GUT_GENOME145428,Norway,Unknown,PRJEB6447,102.2117536,SAMEA2593898,
GUT_GENOME145429,Norway,Unknown,PRJEB6447,102.2087223,SAMEA2593976,
GUT_GENOME145430,Norway,Unknown,PRJEB6447,100.5365162,SAMEA2593945,
GUT_GENOME145431,Norway,Unknown,PRJNA295003,101.6389586,SAMN04158305,
GUT_GENOME145432,Norway,Unknown,PRJNA295003,100.6952602,SAMN04158319,
GUT_GENOME145433,China,Unknown,PRJNA298378,98.89269746,SAMN04158709,
GUT_GENOME145434,China,Unknown,PRJNA298378,98.88567752,SAMN04196998,
GUT_GENOME145435,China,Unknown,PRJNA298378,100.0591086,SAMN04197002,
GUT_GENOME145436,China,Unknown,PRJNA298378,100.8813087,SAMN04198213,
GUT_GENOME145437,China,Unknown,PRJNA298378,98.94587676,SAMN04198215,
GUT_GENOME145438,China,Unknown,PRJNA298378,101.4737913,SAMN04197431,
GUT_GENOME145439,China,Unknown,PRJNA298378,101.4779435,SAMN04198214,
GUT_GENOME145440,China,Unknown,PRJNA298378,101.1438881,SAMN04202569,
GUT_GENOME145441,China,Unknown,PRJNA298378,94.99623768,SAMN04202570,
GUT_GENOME145442,China,Unknown,PRJNA298378,99.65075193,SAMN04202581,
GUT_GENOME145443,China,Unknown,PRJNA298378,99.00813117,SAMN04202573,
GUT_GENOME145444,China,Unknown,PRJNA298378,100.4781939,SAMN04202582,
GUT_GENOME145445,China,Unknown,PRJNA298378,97.98867896,SAMN04202583,
GUT_GENOME145446,China,Unknown,PRJNA298378,99.83450339,SAMN04202571,
GUT_GENOME145447,China,Unknown,PRJNA298378,94.59767981,SAMN04202572,
GUT_GENOME145448,Pakistan,Unknown,PRJNA237953,98.26514109,SAMN02640758,
GUT_GENOME145449,Germany,Unknown,PRJNA295914,100.8907092,SAMN04273072,
GUT_GENOME145450,China,Unknown,PRJNA304203,102.3613414,SAMN04297176,
GUT_GENOME145451,Canada,Unknown,PRJNA310650,102.0441382,SAMN04449837,
GUT_GENOME145452,Canada,Unknown,PRJNA310650,101.5480721,SAMN04449834,
GUT_GENOME145453,Canada,Unknown,PRJNA310650,99.98568646,SAMN04449833,
GUT_GENOME145454,Canada,Unknown,PRJNA310650,101.9760242,SAMN04449836,
GUT_GENOME145455,Canada,Unknown,PRJNA310650,102.3429352,SAMN04449835,
GUT_GENOME145456,Canada,Unknown,PRJNA310650,102.3543433,SAMN04449838,
GUT_GENOME145457,Canada,Unknown,PRJNA310650,102.3239622,SAMN04449839,
GUT_GENOME145458,Canada,Unknown,PRJNA310650,94.61283521,SAMN04449841,
GUT_GENOME145459,Canada,Unknown,PRJNA310650,100.6967838,SAMN04449840,
GUT_GENOME145460,Canada,Unknown,PRJNA310650,102.1862234,SAMN04449842,
GUT_GENOME145461,Canada,Unknown,PRJNA310650,100.2947597,SAMN04449843,
GUT_GENOME145462,Germany,Unknown,PRJEB12146,102.3887819,SAMEA3713633,
GUT_GENOME145463,Netherlands,Unknown,PRJNA285020,98.52439598,SAMN04002627,
GUT_GENOME145464,Netherlands,Unknown,PRJNA285020,102.0134396,SAMN04002626,
GUT_GENOME145465,Netherlands,Unknown,PRJNA285020,99.95179948,SAMN04002624,
GUT_GENOME145466,Netherlands,Unknown,PRJNA285020,100.9434616,SAMN04002667,
GUT_GENOME145467,Netherlands,Unknown,PRJNA285020,101.6836906,SAMN04002661,
GUT_GENOME145468,Netherlands,Unknown,PRJNA285020,99.6315497,SAMN04002650,
GUT_GENOME145469,Netherlands,Unknown,PRJNA285020,102.1534696,SAMN04002649,
GUT_GENOME145470,Netherlands,Unknown,PRJNA285020,102.5643705,SAMN04002652,
GUT_GENOME145471,Netherlands,Unknown,PRJNA285020,100.2426479,SAMN04002651,
GUT_GENOME145472,Netherlands,Unknown,PRJNA285020,102.3702515,SAMN04002660,
GUT_GENOME145473,Netherlands,Unknown,PRJNA285020,101.0956264,SAMN04002644,
GUT_GENOME145474,Netherlands,Unknown,PRJNA285020,102.564244,SAMN04002643,
GUT_GENOME145475,Netherlands,Unknown,PRJNA285020,99.25422279,SAMN04002642,
GUT_GENOME145476,Netherlands,Unknown,PRJNA285020,99.91628672,SAMN04002653,
GUT_GENOME145477,Netherlands,Unknown,PRJNA285020,100.2473785,SAMN04002654,
GUT_GENOME145478,Netherlands,Unknown,PRJNA285020,101.1082079,SAMN04002655,
GUT_GENOME145479,Netherlands,Unknown,PRJNA285020,100.6904152,SAMN04002666,
GUT_GENOME145480,Netherlands,Unknown,PRJNA285020,101.095628,SAMN04002625,
GUT_GENOME145481,Netherlands,Unknown,PRJNA285020,102.2875749,SAMN04002630,
GUT_GENOME145482,Netherlands,Unknown,PRJNA285020,101.0817017,SAMN04002612,
GUT_GENOME145483,Netherlands,Unknown,PRJNA285020,99.22467959,SAMN04002608,
GUT_GENOME145484,Netherlands,Unknown,PRJNA285020,102.0088643,SAMN04002609,
GUT_GENOME145485,Netherlands,Unknown,PRJNA285020,97.35486044,SAMN04002646,
GUT_GENOME145486,Netherlands,Unknown,PRJNA285020,100.7208205,SAMN04002645,
GUT_GENOME145487,Netherlands,Unknown,PRJNA285020,102.5548385,SAMN04002647,
GUT_GENOME145488,Netherlands,Unknown,PRJNA285020,102.4711006,SAMN04002636,
GUT_GENOME145489,Netherlands,Unknown,PRJNA285020,101.7192204,SAMN04002635,
GUT_GENOME145490,Netherlands,Unknown,PRJNA285020,101.3128011,SAMN04002631,
GUT_GENOME145491,Netherlands,Unknown,PRJNA285020,101.5889353,SAMN04002678,
GUT_GENOME145492,Netherlands,Unknown,PRJNA285020,99.38845983,SAMN04002663,
GUT_GENOME145493,Netherlands,Unknown,PRJNA285020,100.3242118,SAMN04002662,
GUT_GENOME145494,Netherlands,Unknown,PRJNA285020,100.5517782,SAMN04002664,
GUT_GENOME145495,Netherlands,Unknown,PRJNA285020,100.5839499,SAMN04002665,
GUT_GENOME145496,Netherlands,Unknown,PRJNA285020,100.5781301,SAMN04002614,
GUT_GENOME145497,Netherlands,Unknown,PRJNA285020,102.0138689,SAMN04002615,
GUT_GENOME145498,Netherlands,Unknown,PRJNA285020,102.287789,SAMN04002633,
GUT_GENOME145499,Netherlands,Unknown,PRJNA285020,101.2735146,SAMN04002632,
GUT_GENOME145500,Netherlands,Unknown,PRJNA285020,102.0271258,SAMN04002634,
GUT_GENOME145501,Netherlands,Unknown,PRJNA285020,101.2904167,SAMN04002670,
GUT_GENOME145502,Netherlands,Unknown,PRJNA285020,102.2842206,SAMN04002669,
GUT_GENOME145503,Netherlands,Unknown,PRJNA285020,100.0151044,SAMN04002648,
GUT_GENOME145504,Netherlands,Unknown,PRJNA285020,101.0904531,SAMN04002639,
GUT_GENOME145505,Netherlands,Unknown,PRJNA285020,100.3735246,SAMN04002640,
GUT_GENOME145506,Netherlands,Unknown,PRJNA285020,100.571965,SAMN04002641,
GUT_GENOME145507,Netherlands,Unknown,PRJNA285020,101.6392563,SAMN04002671,
GUT_GENOME145508,Netherlands,Unknown,PRJNA285020,102.0286315,SAMN04002672,
GUT_GENOME145509,Netherlands,Unknown,PRJNA285020,100.5944734,SAMN04002676,
GUT_GENOME145510,Netherlands,Unknown,PRJNA285020,100.6708662,SAMN04002674,
GUT_GENOME145511,Netherlands,Unknown,PRJNA285020,101.873734,SAMN04002673,
GUT_GENOME145512,Netherlands,Unknown,PRJNA285020,99.63630955,SAMN04002693,
GUT_GENOME145513,Netherlands,Unknown,PRJNA285020,101.6090479,SAMN04002692,
GUT_GENOME145514,Netherlands,Unknown,PRJNA285020,102.0533665,SAMN04002604,
GUT_GENOME145515,Netherlands,Unknown,PRJNA285020,100.0181339,SAMN04002695,
GUT_GENOME145516,Netherlands,Unknown,PRJNA285020,102.0669229,SAMN04002605,
GUT_GENOME145517,Netherlands,Unknown,PRJNA285020,102.1575245,SAMN04002606,
GUT_GENOME145518,Netherlands,Unknown,PRJNA285020,101.095628,SAMN04002613,
GUT_GENOME145519,Netherlands,Unknown,PRJNA285020,99.96999017,SAMN04002677,
GUT_GENOME145520,Netherlands,Unknown,PRJNA285020,96.62471481,SAMN04002679,
GUT_GENOME145521,Netherlands,Unknown,PRJNA285020,101.5003846,SAMN04002681,
GUT_GENOME145522,Netherlands,Unknown,PRJNA285020,102.2524641,SAMN04002680,
GUT_GENOME145523,Netherlands,Unknown,PRJNA285020,101.7761726,SAMN04002682,
GUT_GENOME145524,Netherlands,Unknown,PRJNA285020,101.7580261,SAMN04002683,
GUT_GENOME145525,Netherlands,Unknown,PRJNA285020,102.2136433,SAMN04002684,
GUT_GENOME145526,Netherlands,Unknown,PRJNA285020,102.0043846,SAMN04002686,
GUT_GENOME145527,Netherlands,Unknown,PRJNA285020,99.30694706,SAMN04002685,
GUT_GENOME145528,Netherlands,Unknown,PRJNA285020,97.3545957,SAMN04002689,
GUT_GENOME145529,Netherlands,Unknown,PRJNA285020,101.0337608,SAMN04002688,
GUT_GENOME145530,Netherlands,Unknown,PRJNA285020,102.1724336,SAMN04002687,
GUT_GENOME145531,Netherlands,Unknown,PRJNA285020,101.9952184,SAMN04002690,
GUT_GENOME145532,Netherlands,Unknown,PRJNA285020,100.9558383,SAMN04002691,
GUT_GENOME145533,Netherlands,Unknown,PRJNA285020,102.0082367,SAMN04002694,
GUT_GENOME145534,Netherlands,Unknown,PRJNA285020,102.5167102,SAMN04002696,
GUT_GENOME145535,Netherlands,Unknown,PRJNA285020,101.9857463,SAMN04002697,
GUT_GENOME145536,Netherlands,Unknown,PRJNA285020,100.9534144,SAMN04002698,
GUT_GENOME145537,Netherlands,Unknown,PRJNA285020,101.9637557,SAMN04002699,
GUT_GENOME145538,Netherlands,Unknown,PRJNA285020,100.3746871,SAMN04002701,
GUT_GENOME145539,Netherlands,Unknown,PRJNA285020,100.5719779,SAMN04002700,
GUT_GENOME145540,Netherlands,Unknown,PRJNA285020,102.2953059,SAMN04002702,
GUT_GENOME145541,Netherlands,Unknown,PRJNA285020,101.920313,SAMN04002703,
GUT_GENOME145542,Netherlands,Unknown,PRJNA285020,99.75264372,SAMN04002704,
GUT_GENOME145543,Netherlands,Unknown,PRJNA285020,97.01960329,SAMN04002705,
GUT_GENOME145544,Netherlands,Unknown,PRJNA285020,101.5246826,SAMN04002668,
GUT_GENOME145545,Netherlands,Unknown,PRJNA285020,100.5446614,SAMN04002607,
GUT_GENOME145546,Netherlands,Unknown,PRJNA285020,99.95218168,SAMN04002623,
GUT_GENOME145547,Netherlands,Unknown,PRJNA285020,100.5768924,SAMN04002611,
GUT_GENOME145548,Netherlands,Unknown,PRJNA285020,97.84885479,SAMN04002610,
GUT_GENOME145549,Netherlands,Unknown,PRJNA285020,100.3054805,SAMN04002629,
GUT_GENOME145550,Netherlands,Unknown,PRJNA285020,99.95447717,SAMN04002628,
GUT_GENOME145551,Netherlands,Unknown,PRJNA285020,101.1340029,SAMN04002657,
GUT_GENOME145552,Netherlands,Unknown,PRJNA285020,102.3952954,SAMN04002656,
GUT_GENOME145553,Netherlands,Unknown,PRJNA285020,99.66574182,SAMN04002659,
GUT_GENOME145554,Netherlands,Unknown,PRJNA285020,101.6037971,SAMN04002658,
GUT_GENOME145555,Netherlands,Unknown,PRJNA285020,101.9971109,SAMN04002637,
GUT_GENOME145556,Netherlands,Unknown,PRJNA285020,101.0959953,SAMN04002675,
GUT_GENOME145557,Netherlands,Unknown,PRJNA285020,102.3169595,SAMN04002638,
GUT_GENOME145558,Netherlands,Unknown,PRJNA285020,102.3645415,SAMN04002706,
GUT_GENOME145559,Netherlands,Unknown,PRJNA285020,100.1992538,SAMN04002602,
GUT_GENOME145560,Netherlands,Unknown,PRJNA285020,101.9744771,SAMN04002603,
GUT_GENOME145561,Netherlands,Unknown,PRJNA285020,101.7219061,SAMN04002601,
GUT_GENOME145562,Netherlands,Unknown,PRJNA285020,99.57332103,SAMN04002708,
GUT_GENOME145563,Netherlands,Unknown,PRJNA285020,100.2421314,SAMN04002707,
GUT_GENOME145564,Netherlands,Unknown,PRJNA285020,101.9971635,SAMN04002709,
GUT_GENOME145565,Netherlands,Unknown,PRJNA285020,102.071914,SAMN04002710,
GUT_GENOME145566,Netherlands,Unknown,PRJNA285020,102.0755312,SAMN04002712,
GUT_GENOME145567,Netherlands,Unknown,PRJNA285020,101.6658047,SAMN04002713,
GUT_GENOME145568,Netherlands,Unknown,PRJNA285020,101.0904531,SAMN04002711,
GUT_GENOME145569,Netherlands,Unknown,PRJNA285020,100.3692295,SAMN04002618,
GUT_GENOME145570,Netherlands,Unknown,PRJNA285020,99.48989239,SAMN04002617,
GUT_GENOME145571,Netherlands,Unknown,PRJNA285020,102.0022948,SAMN04002616,
GUT_GENOME145572,Netherlands,Unknown,PRJNA285020,100.4017462,SAMN04002620,
GUT_GENOME145573,Netherlands,Unknown,PRJNA285020,100.5995174,SAMN04002621,
GUT_GENOME145574,Netherlands,Unknown,PRJNA285020,101.6134285,SAMN04002622,
GUT_GENOME145575,Netherlands,Unknown,PRJNA285020,102.0220811,SAMN04002619,
